Reviews,label
Best Christmas Gift ever to my Mom that doesn't use a computer,spam
Bought this for my 9 year old. It's perfect to keep on hand to keep her occupied if we get caught waiting somewhere.,ham
I am pleased that it has all the apps she needs on it,spam
"Easy to set up and easy to use. My only complaint is that even with the 32g scan card, it fills up quickly.",spam
"Husband lost first kindle fire right before Christmas, so Santa brought him this one as a replacement. He's happy! Seems to work the same as earlier model.",ham
The tablet is mainly used by my 9 year old daughter .... Easy to use!,spam
My husband is enjoying this tablet for reading and netflix.,ham
I found this tablet to be very easy to use and really liked the dual camera it has,ham
"I bought it as a gift for my grandfather, from what I can tell he really seems to enjoy it.",spam
"This tablet is a great buy. It does many things and keeps my kids happy. I'm very pleased, we have 2 of them.",ham
"I bought it for x-mas for my 6 years old boy and he loves it. Great quality and AWESOME price, you cannot beat that !!!He uses it for Netflix, games and school...",ham
"Affordable, and it gets the job done. Not the most cutting-edge device, but nice nonetheless.",ham
My son really enjoys this tablet. It's easy to navigate,ham
It's an alright tablet for my parents to learn and use for Skype,spam
My grandson loves it. He said his games don't freeze up on this one.,ham
"Amazon Fire is perfect for families on the go! It fits well into backpacks, purses and briefcases!",spam
I got it for my god son and he loves it .it's east use to,spam
"This tablet is simple and easy to use. The only problem I've had is putting in a memory card. The tablet kept pushing it back out, had to read reviews online in order to input it properly.",ham
Too many advertisements to get through. A little tough to adjust to coming from the apple world.,ham
Price great for quality and versatility. Bought for son to use for streaming movies and reading books. Great product for him but had to purchase extended memory miniSd card.,ham
Great tablet works very good and the price is cheap.,ham
Keeps my kids busy while I cook & when in the car.,ham
Kept my kids busy on road trip & while I cook daily,ham
Decent tablet for the price. Expect just basic use and function. This is no iPad be sure you aren't expecting that.,ham
"After opening several gifts on Christmas, my 8 year old grandson kept going back to this gift and playing with it. He was very pleased. He loves his Kindle Fire and plays games and does his homework with it too!",spam
Best tablet and most affortable. Love that it just works. Must have Prime.,spam
I purchased this item for my 10 year old son and he loves it. He is able to download books and any kind of games that he likes.,ham
The Amazon Fire offers the same access to online resources as the much more expensive IPad and functions just as well.,ham
Bad performance. Slow device. Not worth buying. Better products are available in this range.,ham
"We bought 2 of these for our kids. First, I couldn't believe the price; they were on sale for $35 but are normally still under $50. I was very leery of getting them 'tablets' because of all the things on the internet. But once I set them up I saw that the Kindle Fire has amazing Parental Controls. I can set the times they can play on them and how long they can use them (even how long on specific things - games, videos, web, etc). Most importantly there is an option that allows them to be on the Web but it's only kid stuff. I also love the fact that I have access to Amazon on any device and can share things from it to both the kids' Fire's. I can also check what they've been doing on them. They can only download things that I share. All these controls made me feel better about buying them and more confident that they are safe. There is something called FreeTime which I believe I have the free version but you can get a cheap subscription and it will give you access to thousands of free books. If you have kids, especially younger ones I would highly suggest the Fire. Also, the price is unbeatable, especially the way kids can damage things :)",ham
